acceleration,aggression,agility,balance,ball,composure,crossing,curve,defending,diving,dribbling,finishing,fk,handling,heading,interceptions,jumping,kicking,long,marking,pace,passing,penalties,physicality,player_id,positioning,raits,reactions,reflexes,shooting,short,shot,sliding,specialities,speed,sprint,stamina,standing,strength,vision,volleys,cam,cb,cdm,cf,cm,lb,lf,lm,lw,lwb,rb,rf,rm,rw,rwb,st,added_on,age,att_workrate,club,def_workrate,foot,height,intl_reputation,league,name,nation,origin,revision,skills,weak_foot,weight,colour,front_scores,overall_score,position,rareness
53,80,70,52,73,60,49,48,75,0,64,38,52,0,70,79,80,0,71,72,60,63,57,84,17852,43,['None'],74,0,52,74,73,70,['None'],0,65,80,76,86,57,57,63,75,75,61,68,70,61,62,60,70,70,61,62,60,70,61,2017-02-27,21,Med,Sporting CP,Med,Right,190,1,LIGA NOS,Palhinha,Portugal,Upgrades,Normal,2,4,82,gold,"{'PHY': '84', 'DEF': '75', 'DRI': '68', 'PAS': '63', 'SHO': '52', 'PAC': '60'}",76,CDM,rare
82,70,68,53,76,67,75,68,72,0,77,62,52,0,55,72,66,0,59,73,84,68,53,77,1514,74,['Dribbler - Speed Dribbler'],76,0,65,69,75,77,['None'],0,86,83,75,78,68,58,72,72,72,73,71,75,73,74,74,76,75,73,74,74,76,71,2016-09-21,26,High,Sporting CP,Med,Left,186,1,LIGA NOS,Zeegelaar,Netherlands,N\A,Normal,3,3,82,gold,"{'PHY': '77', 'DEF': '72', 'DRI': '75', 'PAS': '68', 'SHO': '65', 'PAC': '84'}",76,LB,rare
77,69,77,72,68,64,75,57,74,0,66,36,36,0,60,77,74,0,54,75,78,66,48,74,16001,63,['None'],72,0,41,75,55,73,['None'],0,79,76,75,75,58,35,64,73,71,62,65,74,62,67,65,74,74,62,67,65,74,60,2017-01-12,26,Med,Sporting CP,Med,Right,181,1,LIGA NOS,André Geraldes,Portugal,Transfers,Normal,2,3,73,gold,"{'PHY': '74', 'DEF': '74', 'DRI': '68', 'PAS': '66', 'SHO': '41', 'PAC': '78', 'Transfers': 'RB'}",75,Geraldes,non-rare
68,42,74,72,80,81,77,75,34,0,83,73,72,0,64,30,55,0,75,29,67,76,66,68,1726,70,"['Avoids Using Weaker Foot', 'Shooting - Long Shot Taker', 'Playmaker', 'Chip Shot', 'Technical Dribbler']",72,0,75,77,80,31,['None'],0,67,76,33,76,76,76,76,47,56,75,72,54,75,76,76,58,54,75,76,76,58,74,2016-09-21,23,Med,Sporting CP,Low,Left,183,1,LIGA NOS,Ruiz,Argentina,N\A,Normal,4,2,75,gold,"{'PHY': '68', 'DEF': '34', 'DRI': '80', 'PAS': '76', 'SHO': '75', 'PAC': '67'}",75,CF,non-rare
59,81,51,55,57,67,39,39,72,0,56,38,22,0,77,74,71,0,61,67,62,52,46,82,2330,43,['Power Header'],66,0,48,65,73,66,['Strength'],0,64,70,77,90,48,38,55,73,68,55,59,65,55,55,53,63,65,55,55,53,63,58,2016-09-21,29,Med,Sporting CP,High,Right,192,2,LIGA NOS,Douglas,Netherlands,N\A,Normal,2,2,80,silver,"{'PHY': '82', 'DEF': '72', 'DRI': '56', 'PAS': '52', 'SHO': '48', 'PAC': '62'}",74,CB,rare
86,62,83,88,76,77,67,76,34,0,80,72,69,0,43,39,66,0,51,25,85,63,71,61,2142,78,"['Tries To Beat Defensive Line', 'Flair', 'Technical Dribbler']",77,0,73,62,77,31,['None'],0,84,68,37,57,67,72,73,46,53,75,65,54,75,73,75,58,54,75,73,75,58,72,2016-09-21,21,High,Sporting CP,Med,Left,175,1,LIGA NOS,Matheus Pereira,Brazil,N\A,Normal,4,3,66,silver,"{'PHY': '61', 'DEF': '34', 'DRI': '79', 'PAS': '63', 'SHO': '73', 'PAC': '85'}",74,Pereira,rare
53,79,65,49,68,60,48,47,74,0,60,38,51,0,70,78,79,0,69,72,60,61,56,82,17299,43,['None'],69,0,51,72,72,70,['None'],0,65,79,75,84,56,56,61,74,73,59,66,69,59,60,58,68,69,59,60,58,68,59,2017-02-10,21,Med,Sporting CP,Med,Right,190,1,LIGA NOS,Palhinha,Portugal,Transfers,Normal,2,4,82,silver,"{'PHY': '82', 'DEF': '74', 'DRI': '63', 'PAS': '61', 'SHO': '51', 'PAC': '60'}",74,CDM,rare
87,48,90,91,74,74,67,74,37,0,76,63,67,0,46,43,65,0,64,35,85,70,58,47,17210,65,"['Flair', 'Technical Dribbler']",78,0,62,72,65,31,['Acrobat'],0,84,68,34,34,72,67,72,45,55,71,67,56,71,73,73,60,56,71,73,73,60,66,2017-02-02,21,High,Sporting CP,Med,Left,168,1,LIGA NOS,Gauld,Scotland,Transfers,Normal,3,4,61,silver,"{'PHY': '47', 'DEF': '37', 'DRI': '78', 'PAS': '70', 'SHO': '62', 'PAC': '85'}",73,CAM,rare
66,66,77,83,77,65,68,65,72,0,76,63,51,0,56,74,63,0,61,71,67,66,83,63,2996,70,['None'],72,0,64,69,60,76,['None'],0,68,73,75,56,64,65,70,69,71,69,70,72,69,70,70,72,72,69,70,70,72,66,2016-09-21,24,Med,Sporting CP,Med,Right,173,1,LIGA NOS,Ricardo Esgaio,Portugal,N\A,Normal,3,3,65,silver,"{'PHY': '63', 'DEF': '72', 'DRI': '77', 'PAS': '66', 'SHO': '64', 'PAC': '67'}",73,Esgaio,rare
68,60,64,56,74,68,42,52,29,0,68,76,63,0,69,32,72,0,45,17,69,54,60,70,3044,77,['None'],65,0,72,62,79,25,['None'],0,69,69,28,74,55,70,66,45,48,69,60,47,69,65,66,49,47,69,65,66,49,72,2016-09-21,22,High,Sporting CP,Med,Left,187,1,LIGA NOS,Spalvis,Lithuania,N\A,Normal,2,4,78,silver,"{'PHY': '70', 'DEF': '29', 'DRI': '69', 'PAS': '54', 'SHO': '72', 'PAC': '69'}",73,ST,non-rare
80,78,80,79,70,63,62,59,70,0,69,57,40,0,64,74,67,0,65,68,79,66,49,72,3643,67,['None'],75,0,60,70,71,69,['None'],0,78,92,70,60,72,55,70,69,72,69,71,72,69,71,69,73,72,69,71,69,73,67,2016-09-21,25,High,Sporting CP,High,Right,177,1,LIGA NOS,Meli,Argentina,N\A,Normal,3,3,70,silver,"{'PHY': '72', 'DEF': '70', 'DRI': '71', 'PAS': '66', 'SHO': '60', 'PAC': '79'}",72,CM,non-rare
45,69,47,32,74,63,61,41,67,0,59,56,46,0,67,76,60,0,67,65,50,65,47,79,4062,56,"['Passing - Long Passer', 'Shooting - Long Shot Taker']",73,0,63,71,77,59,['Strength'],0,55,72,65,88,66,36,65,69,70,64,69,66,64,63,62,66,66,64,63,62,66,65,2016-09-21,28,Med,Sporting CP,Med,Right,193,1,LIGA NOS,Petrovic,Serbia,N\A,Normal,2,2,84,silver,"{'PHY': '79', 'DEF': '67', 'DRI': '62', 'PAS': '65', 'SHO': '63', 'PAC': '50'}",71,CDM,rare
63,69,51,60,69,56,48,45,68,0,65,55,72,0,65,72,61,0,67,62,61,64,65,69,14817,60,"['Takes Powerful Driven Free Kicks', 'Flair']",68,0,65,74,82,66,['None'],0,59,53,73,78,64,59,66,69,69,66,67,65,66,63,63,64,65,66,63,63,64,66,2016-09-21,21,Med,Sporting CP,Med,Right,189,1,LIGA NOS,Bruno Paulista,Brazil,N\A,Normal,3,3,81,silver,"{'PHY': '69', 'DEF': '68', 'DRI': '65', 'PAS': '64', 'SHO': '65', 'PAC': '61'}",70,Paulista,rare
52,25,42,40,26,35,18,10,0,67,19,14,10,62,19,22,57,65,35,18,0,0,19,0,8174,65,['Puncher'],65,60,0,33,27,9,['None'],52,51,36,20,74,38,15,31,29,31,29,31,28,29,31,29,29,28,29,31,29,29,28,2016-09-21,25,Med,Sporting CP,Med,Right,192,1,LIGA NOS,Jug,Slovenia,N\A,Normal,1,3,89,silver,"{'POS': '65', 'SPE': '52', 'REF': '65', 'KIC': '60', 'HAN': '62', 'DIV': '67'}",66,GK,non-rare
80,59,79,81,92,86,89,92,45,0,90,77,93,0,63,45,50,0,86,31,78,89,77,73,15206,82,"['Flair', 'Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler', 'Corner Specialist']",77,0,80,89,80,48,"['Dribbler', 'Crosser', 'FK Specialist']",0,75,77,51,79,90,81,86,57,68,84,83,65,84,85,85,69,65,84,85,85,69,80,2016-10-21,30,High,West Ham,Med,Right,175,3,Premier League,Payet,France,ScreamTeam,Halloween,4,4,77,gold,"{'PHY': '73', 'DEF': '45', 'DRI': '89', 'PAS': '89', 'SHO': '80', 'PAC': '78'}",87,LM,rare
80,59,79,81,92,86,89,92,45,0,90,77,93,0,63,45,50,0,86,31,78,89,77,73,15228,82,"['Flair', 'Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler', 'Corner Specialist']",77,0,80,89,80,48,"['Dribbler', 'Play Maker', 'Crosser', 'FK Specialist', 'Midfielder']",0,75,77,51,79,90,81,86,57,68,84,83,65,84,85,85,69,65,84,85,85,69,80,2016-10-21,30,High,West Ham,Med,Right,175,3,Premier League,Payet,France,N\A,SBC,4,4,77,gold,"{'PHY': '73', 'DEF': '45', 'DRI': '89', 'PAS': '89', 'SHO': '80', 'PAC': '78'}",87,CAM,rare
80,60,79,81,92,86,90,93,45,0,90,80,94,0,63,45,50,0,87,31,78,90,80,74,15359,85,"['Flair', 'Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler', 'Corner Specialist']",77,0,83,90,83,48,"['Dribbler', 'Crosser', 'FK Specialist']",0,75,78,51,80,91,84,87,57,68,85,83,65,85,86,86,69,65,85,86,86,69,81,2016-11-16,30,High,West Ham,Med,Right,175,3,Premier League,Payet,France,TOTW9,IF,4,4,77,gold,"{'PHY': '74', 'DEF': '45', 'DRI': '89', 'PAS': '90', 'SHO': '83', 'PAC': '78'}",87,LM,rare
79,57,78,80,90,86,87,90,42,0,88,76,91,0,59,42,48,0,85,29,77,87,76,70,131,80,"['Flair', 'Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler', 'Corner Specialist']",76,0,78,87,78,45,"['Dribbler', 'Crosser', 'FK Specialist']",0,75,74,48,76,88,79,84,54,65,82,81,63,82,84,83,67,63,82,84,83,67,78,2016-09-21,30,High,West Ham,Med,Right,175,3,Premier League,Payet,France,N\A,Normal,4,4,77,gold,"{'PHY': '70', 'DEF': '42', 'DRI': '87', 'PAS': '87', 'SHO': '78', 'PAC': '77'}",86,LM,rare
72,88,68,51,68,74,31,37,86,0,51,53,42,0,87,83,77,0,69,84,75,55,63,85,15601,48,['Injury Prone'],92,0,60,70,83,86,"['Tackler', 'Strength']",0,76,79,87,87,49,34,62,84,78,64,67,77,64,61,60,73,77,64,61,60,73,68,2016-12-28,28,Med,West Ham,High,Right,190,2,Premier League,Reid,New Zealand,TOTW15,IF,2,3,87,gold,"{'PHY': '85', 'DEF': '86', 'DRI': '60', 'PAS': '55', 'SHO': '60', 'PAC': '75'}",84,CB,rare
81,74,66,59,62,79,58,58,87,0,66,28,40,0,81,88,78,0,76,88,84,66,43,82,18183,33,['Passing - Long Passer'],70,0,45,77,79,87,"['Tackler', 'Strength']",0,85,74,88,89,56,33,61,83,79,60,67,79,60,64,60,77,79,60,64,60,77,60,2017-03-31,29,Med,West Ham,High,Left,191,2,Premier League,Ogbonna,Italy,FUTBirthday,FUT Birthday,2,3,86,gold,"{'PHY': '82', 'DEF': '87', 'DRI': '65', 'PAS': '66', 'SHO': '45', 'PAC': '84'}",83,CB,rare
80,82,91,86,87,75,87,80,67,0,84,80,62,0,85,67,97,0,77,57,80,83,75,84,17225,80,"['Avoids Using Weaker Foot', 'Dribbler - Speed Dribbler']",79,0,79,85,80,79,"['Crosser', 'Acrobat']",0,80,93,65,77,81,69,83,74,76,82,81,77,82,83,83,79,77,82,83,83,79,81,2017-02-03,27,High,West Ham,Med,Left,176,3,Premier League,Ayew,Ghana,TOTT,IMOTM,3,3,72,gold,"{'PHY': '84', 'DEF': '67', 'DRI': '86', 'PAS': '83', 'SHO': '79', 'PAC': '80'}",83,LW,rare
87,39,91,92,89,72,79,80,30,0,89,73,77,0,64,26,86,0,80,23,84,82,71,60,16481,77,"['Flair', 'Shooting - Long Shot Taker']",76,0,75,83,78,28,"['Dribbler', 'Acrobat']",0,80,89,29,50,82,65,83,44,57,81,77,57,81,83,82,62,57,81,83,82,62,76,2017-01-25,24,Med,West Ham,Med,Right,170,1,Premier League,Lanzini,Argentina,TOTW19,IF,4,3,66,gold,"{'PHY': '60', 'DEF': '30', 'DRI': '89', 'PAS': '82', 'SHO': '75', 'PAC': '84'}",83,LM,rare
55,84,62,56,64,62,36,33,84,0,59,40,32,0,77,85,73,0,54,84,54,52,43,79,16601,40,"['Dives Into Tackles', 'Leadership', 'Passing - Long Passer', 'Power Header']",84,0,35,63,29,84,['None'],0,54,69,85,83,55,34,57,81,74,55,62,72,55,56,54,69,72,55,56,54,69,54,2017-01-26,33,Med,West Ham,High,Right,187,3,Premier League,José Fonte,Portugal,Transfers,Normal,2,3,81,gold,"{'PHY': '79', 'DEF': '84', 'DRI': '62', 'PAS': '52', 'SHO': '35', 'PAC': '54', 'Transfers': 'CB'}",83,Fonte,rare
87,75,90,78,81,68,83,76,60,0,84,76,69,0,99,46,83,0,76,50,89,78,76,83,16299,78,"['Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler', 'Giant Throw In']",73,0,76,79,78,61,"['Aerial Threat', 'Acrobat']",0,90,79,64,88,75,70,79,69,69,80,75,71,80,81,81,71,71,80,81,81,71,81,2017-01-18,27,High,West Ham,High,Right,180,1,Premier League,Antonio,England,TOTW18,IF,4,4,79,gold,"{'PHY': '83', 'DEF': '60', 'DRI': '83', 'PAS': '78', 'SHO': '76', 'PAC': '89'}",82,RWB,rare
71,84,57,43,57,74,28,33,82,0,43,46,38,0,83,80,74,0,62,81,73,49,55,81,396,42,['Injury Prone'],77,0,52,63,72,82,['None'],0,74,76,83,83,44,30,55,80,73,56,60,72,56,54,53,68,72,56,54,53,68,60,2016-09-21,28,Med,West Ham,High,Right,190,2,Premier League,Reid,New Zealand,N\A,Normal,2,3,87,gold,"{'PHY': '81', 'DEF': '82', 'DRI': '50', 'PAS': '49', 'SHO': '52', 'PAC': '73'}",81,CB,rare
78,78,86,81,82,75,80,74,63,0,80,75,57,0,80,63,92,0,71,54,78,76,71,79,517,75,"['Avoids Using Weaker Foot', 'Dribbler - Speed Dribbler']",75,0,74,78,75,75,['None'],0,78,88,62,73,75,65,78,70,71,77,76,73,77,78,78,74,73,77,78,78,74,77,2016-09-21,27,High,West Ham,Med,Left,176,3,Premier League,Ayew,Ghana,N\A,Normal,3,3,72,gold,"{'PHY': '79', 'DEF': '63', 'DRI': '81', 'PAS': '76', 'SHO': '74', 'PAC': '78'}",80,RM,rare
70,70,60,54,57,79,51,51,83,0,60,25,36,0,78,84,74,0,67,84,72,58,39,77,537,30,['Passing - Long Passer'],64,0,40,68,71,83,['None'],0,73,70,84,84,50,30,55,79,73,54,61,73,54,57,54,71,73,54,57,54,71,54,2016-09-21,29,Med,West Ham,High,Left,191,2,Premier League,Ogbonna,Italy,N\A,Normal,2,3,86,gold,"{'PHY': '77', 'DEF': '83', 'DRI': '59', 'PAS': '58', 'SHO': '40', 'PAC': '72'}",80,CB,rare
86,55,86,79,84,63,78,57,32,0,85,72,68,0,60,31,72,0,67,25,88,72,62,62,542,76,"['Flair', 'Dribbler - Speed Dribbler']",77,0,73,73,79,31,['None'],0,89,72,32,58,75,68,78,47,55,79,71,56,79,79,80,60,56,79,79,80,60,75,2016-09-21,27,High,West Ham,Med,Right,177,2,Premier League,Feghouli,Algeria,N\A,Normal,4,3,75,gold,"{'PHY': '62', 'DEF': '32', 'DRI': '84', 'PAS': '72', 'SHO': '73', 'PAC': '88'}",80,RW,rare
79,72,77,68,79,74,52,70,38,0,76,81,56,0,80,34,91,0,45,28,80,59,72,77,559,85,"['Tries To Beat Defensive Line', 'Flair', 'Power Header', 'Target Forward']",76,0,80,65,82,36,['None'],0,80,73,36,79,66,78,73,54,54,77,66,55,77,72,74,56,55,77,72,74,56,79,2016-09-21,25,High,West Ham,Med,Left,186,2,Premier League,Zaza,Italy,N\A,Normal,3,3,83,gold,"{'PHY': '77', 'DEF': '38', 'DRI': '77', 'PAS': '59', 'SHO': '80', 'PAC': '80'}",80,ST,rare
46,38,47,48,23,40,12,12,0,80,15,16,17,78,15,25,69,86,32,14,0,0,44,0,14692,75,['None'],75,71,0,21,40,14,['None'],46,44,38,19,74,32,12,28,30,30,28,28,27,28,28,27,27,27,28,28,27,27,29,2016-09-21,30,Med,West Ham,Med,Right,188,2,Premier League,Adrián,Spain,N\A,Normal,1,2,77,gold,"{'POS': '75', 'SPE': '46', 'REF': '86', 'KIC': '71', 'HAN': '78', 'DIV': '80'}",80,GK,rare
65,78,61,59,71,69,66,64,79,0,64,40,66,0,77,75,68,0,77,80,66,71,56,79,680,57,"['Long Throw', 'Shooting - Long Shot Taker']",77,0,53,73,72,79,['None'],0,67,79,82,81,69,38,66,78,77,65,71,75,65,67,64,74,75,65,67,64,74,64,2016-09-21,26,Med,West Ham,Med,Right,188,2,Premier League,Nordtveit,Norway,N\A,Normal,2,3,83,gold,"{'PHY': '79', 'DEF': '79', 'DRI': '66', 'PAS': '71', 'SHO': '53', 'PAC': '66'}",79,CB,non-rare
85,35,87,88,85,72,74,75,26,0,85,69,72,0,56,23,76,0,75,20,82,76,67,53,698,72,"['Flair', 'Shooting - Long Shot Taker']",73,0,70,77,73,25,['None'],0,79,79,26,45,76,61,78,40,53,77,72,53,77,78,78,58,53,77,78,78,58,72,2016-09-21,24,Med,West Ham,Med,Right,170,1,Premier League,Lanzini,Argentina,N\A,Normal,4,3,66,gold,"{'PHY': '53', 'DEF': '26', 'DRI': '85', 'PAS': '76', 'SHO': '70', 'PAC': '82'}",79,CAM,rare
85,83,83,82,85,72,78,77,36,0,87,66,70,0,59,43,58,0,78,24,86,76,70,76,708,67,"['Injury Prone', 'Selfish', 'Flair', 'Shooting - Long Shot Taker', 'Technical Dribbler']",68,0,71,76,79,32,['Dribbler'],0,86,69,38,79,75,72,78,52,60,77,73,58,77,78,78,62,58,77,78,78,62,74,2016-09-21,25,High,West Ham,Low,Left,176,2,Premier League,Töre,Turkey,N\A,Normal,4,4,70,gold,"{'PHY': '76', 'DEF': '36', 'DRI': '85', 'PAS': '76', 'SHO': '71', 'PAC': '86'}",79,RM,rare
87,74,87,75,78,68,74,67,52,0,81,73,61,0,86,40,82,0,67,44,89,69,73,82,17421,75,"['Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler', 'Giant Throw In']",70,0,73,70,75,53,['None'],0,90,78,56,87,66,68,74,63,63,76,70,65,76,76,77,66,65,76,76,77,66,77,2017-02-17,27,High,West Ham,High,Right,180,1,Premier League,Antonio,England,Upgrades,Normal,4,4,79,gold,"{'PHY': '82', 'DEF': '52', 'DRI': '80', 'PAS': '69', 'SHO': '73', 'PAC': '89'}",78,RM,rare
54,81,66,73,77,79,71,71,71,0,74,61,67,0,62,76,59,0,79,65,55,77,88,78,826,64,"['Dives Into Tackles', 'Leadership', 'Playmaker', 'Ultimate Professional']",73,0,67,81,74,76,['None'],0,55,92,75,71,80,69,73,72,77,70,77,73,70,72,70,74,73,70,72,70,74,68,2016-09-21,30,High,West Ham,High,Right,180,2,Premier League,Noble,England,N\A,Normal,3,3,76,gold,"{'PHY': '78', 'DEF': '71', 'DRI': '74', 'PAS': '77', 'SHO': '67', 'PAC': '55'}",78,CM,non-rare
69,85,62,50,74,78,64,53,49,0,67,76,42,0,91,45,84,0,56,42,67,62,73,86,881,75,"['Injury Prone', 'Power Header', 'Target Forward']",77,0,78,65,85,43,"['Aerial Threat', 'Strength']",0,65,75,46,92,65,74,69,62,60,72,66,59,72,69,70,60,59,72,69,70,60,77,2016-09-21,28,Med,West Ham,High,Left,191,2,Premier League,Carroll,England,N\A,Normal,2,3,79,gold,"{'PHY': '86', 'DEF': '49', 'DRI': '68', 'PAS': '62', 'SHO': '78', 'PAC': '67'}",78,ST,rare
69,82,75,66,79,77,82,84,43,0,79,73,81,0,44,46,60,0,67,28,66,78,74,74,17424,76,"['Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler', 'Takes Finesse Style Free Kicks']",65,0,76,76,81,41,['None'],0,63,79,56,70,80,66,76,54,62,75,73,59,75,75,75,63,59,75,75,75,63,71,2017-02-17,29,High,West Ham,High,Left,182,2,Premier League,Snodgrass,Scotland,Upgrades,Normal,3,3,77,gold,"{'PHY': '74', 'DEF': '43', 'DRI': '77', 'PAS': '78', 'SHO': '76', 'PAC': '66'}",77,RM,non-rare
75,65,72,79,74,73,56,57,39,0,71,77,35,0,80,37,81,0,58,29,76,61,62,74,1299,79,"['Tries To Beat Defensive Line', 'Flair', 'Shooting - Chip Shot']",77,0,74,66,77,32,['None'],0,77,71,39,78,69,71,72,53,55,74,66,55,74,71,72,56,55,74,71,72,56,76,2016-09-21,23,High,West Ham,Med,Right,175,1,Premier League,Calleri,Argentina,N\A,Normal,3,2,70,gold,"{'PHY': '74', 'DEF': '39', 'DRI': '73', 'PAS': '61', 'SHO': '74', 'PAC': '76'}",77,ST,non-rare
75,84,65,60,73,72,54,39,77,0,68,65,47,0,80,81,78,0,64,70,77,61,52,87,1137,72,['None'],79,0,65,68,74,75,['None'],0,79,92,81,86,63,50,69,78,76,71,71,76,71,70,69,74,76,71,70,69,74,72,2016-09-21,27,High,West Ham,High,Right,193,1,Premier League,Kouyaté,Senegal,N\A,Normal,2,3,78,gold,"{'PHY': '87', 'DEF': '77', 'DRI': '69', 'PAS': '61', 'SHO': '65', 'PAC': '77'}",77,CDM,rare
69,70,72,62,78,77,68,56,74,0,70,50,62,0,70,74,74,0,77,70,68,74,58,76,1558,62,['Playmaker'],67,0,59,79,74,74,['None'],0,68,76,78,78,75,60,71,74,75,69,74,73,69,71,69,73,73,69,71,69,73,67,2016-09-21,25,Med,West Ham,Med,Right,185,1,Premier League,Pedro Obiang,Spain,N\A,Normal,2,3,75,gold,"{'PHY': '76', 'DEF': '74', 'DRI': '72', 'PAS': '74', 'SHO': '59', 'PAC': '68'}",76,Obiang,non-rare
47,85,33,34,59,63,38,29,76,0,38,38,64,0,81,75,62,0,65,74,40,53,51,79,1316,34,"['Dives Into Tackles', 'Passing - Long Passer']",72,0,47,59,70,77,['None'],0,34,67,78,85,54,36,51,75,70,50,59,65,50,49,47,62,65,50,49,47,62,54,2016-09-21,33,Low,West Ham,High,Right,193,2,Premier League,Collins,Wales,N\A,Normal,2,3,90,gold,"{'PHY': '79', 'DEF': '76', 'DRI': '45', 'PAS': '53', 'SHO': '47', 'PAC': '40'}",76,CB,non-rare
63,78,59,60,65,81,73,56,80,0,54,53,47,0,65,79,68,0,68,83,68,67,49,74,1349,59,['None'],77,0,55,73,72,84,['None'],0,72,67,80,77,57,48,62,77,75,62,66,75,62,65,63,74,75,62,65,63,74,63,2016-09-21,34,Med,West Ham,Med,Right,184,2,Premier League,Arbeloa,Spain,N\A,Normal,2,3,79,gold,"{'PHY': '74', 'DEF': '80', 'DRI': '59', 'PAS': '67', 'SHO': '55', 'PAC': '68'}",76,RB,non-rare
78,68,78,90,74,67,80,73,73,0,74,53,69,0,58,71,85,0,68,76,78,71,59,67,1492,60,['None'],68,0,59,71,71,78,['None'],0,78,82,75,57,66,45,69,71,72,68,70,75,68,72,70,75,75,68,72,70,75,64,2016-09-21,27,High,West Ham,Med,Left,170,1,Premier League,Cresswell,England,N\A,Normal,2,3,66,gold,"{'PHY': '67', 'DEF': '73', 'DRI': '75', 'PAS': '71', 'SHO': '59', 'PAC': '78'}",76,LB,non-rare
86,73,86,75,78,68,72,66,52,0,80,73,60,0,86,40,80,0,66,44,87,67,73,80,1502,75,"['Flair', 'Shooting - Long Shot Taker', 'Dribbler - Speed Dribbler', 'Giant Throw In']",70,0,73,68,75,53,['None'],0,88,77,56,85,65,68,74,63,62,75,69,64,75,75,76,65,64,75,75,76,65,77,2016-09-21,27,High,West Ham,High,Right,180,1,Premier League,Antonio,England,N\A,Normal,4,4,79,gold,"{'PHY': '80', 'DEF': '52', 'DRI': '79', 'PAS': '67', 'SHO': '73', 'PAC': '87'}",76,RM,rare
78,67,73,62,75,69,58,53,31,0,72,78,62,0,77,37,80,0,52,24,79,58,73,74,1520,80,"['Injury Prone', 'Target Forward']",74,0,73,62,72,22,['None'],0,79,70,23,79,56,70,69,48,51,73,62,51,73,70,71,53,51,73,70,71,53,75,2016-09-21,27,High,West Ham,Med,Right,184,1,Premier League,Sakho,Senegal,N\A,Normal,3,3,79,gold,"{'PHY': '74', 'DEF': '31', 'DRI': '73', 'PAS': '58', 'SHO': '73', 'PAC': '79'}",76,ST,non-rare
41,29,50,43,33,34,11,15,0,78,14,14,14,71,16,18,58,79,34,13,0,0,30,0,17435,71,['None'],66,74,0,33,36,14,['None'],41,44,31,14,60,38,16,30,26,29,29,31,26,29,29,28,26,26,29,29,28,26,28,2017-02-17,30,Med,West Ham,Med,Right,185,1,Premier League,Randolph,Republic of Ireland,Upgrades,Normal,1,3,80,gold,"{'POS': '71', 'SPE': '41', 'REF': '79', 'KIC': '74', 'HAN': '71', 'DIV': '78'}",75,GK,rare
69,82,75,66,79,77,80,82,43,0,79,72,79,0,44,46,60,0,66,28,66,76,73,74,17180,74,"['Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler', 'Takes Finesse Style Free Kicks']",65,0,74,75,79,41,['None'],0,63,79,56,70,78,65,75,54,62,74,72,59,74,74,75,63,59,74,74,75,63,70,2017-02-02,29,High,West Ham,High,Left,182,2,Premier League,Snodgrass,Scotland,Transfers,Normal,3,3,77,gold,"{'PHY': '74', 'DEF': '43', 'DRI': '77', 'PAS': '76', 'SHO': '74', 'PAC': '66'}",75,RM,non-rare
41,29,50,43,33,34,11,15,0,78,14,14,14,71,16,18,58,79,34,13,0,0,30,0,18072,71,['None'],66,74,0,33,36,14,['None'],41,44,31,14,60,38,16,30,26,29,29,31,26,29,29,28,26,26,29,29,28,26,28,2017-03-16,30,Med,West Ham,Med,Right,185,1,Premier League,Randolph,Republic of Ireland,StPatrick,StPatrick,1,3,80,gold,"{'POS': '71', 'SPE': '41', 'REF': '79', 'KIC': '74', 'HAN': '71', 'DIV': '78'}",75,GK,rare
85,65,77,74,76,75,75,69,71,0,78,69,48,0,60,67,69,0,68,73,84,70,49,73,1721,70,"['Avoids Using Weaker Foot', 'Dribbler - Speed Dribbler']",75,0,70,71,77,73,['None'],0,83,75,75,76,71,61,74,71,72,74,72,74,74,75,75,74,74,74,75,75,74,73,2016-09-21,23,High,West Ham,Med,Left,179,1,Premier League,Masuaku,France,N\A,Normal,2,2,70,gold,"{'PHY': '73', 'DEF': '71', 'DRI': '77', 'PAS': '70', 'SHO': '70', 'PAC': '84'}",75,LB,rare
45,29,50,43,33,34,11,15,0,80,14,14,14,76,16,18,58,82,34,13,0,0,30,0,15421,77,['None'],66,77,0,33,36,14,['None'],45,48,31,14,60,38,16,31,27,29,29,31,26,29,29,28,27,26,29,29,28,27,28,2016-11-30,30,Med,West Ham,Med,Right,185,1,Premier League,Randolph,Republic of Ireland,TOTW11,IF,1,3,80,silver,"{'POS': '77', 'SPE': '45', 'REF': '82', 'KIC': '77', 'HAN': '76', 'DIV': '80'}",74,GK,rare
